temp,humidity,cloud_cover,wind_speed,solar_radiation
300.49,92,25.0,1.6,0.0
300.74,91,46.0,1.29,0.0
300.81,89,47.0,1.46,0.0
301.03,88,79.0,1.37,0.0
299.44,93,31.0,1.53,0.0
299.26,93,39.0,1.28,0.0
299.54,92,37.0,1.34,12.1
300.25,89,23.0,1.71,126.58
302.32,84,32.0,2.03,330.38
304.07,78,28.0,1.36,536.17
304.04,76,31.0,0.89,710.17
305.91,70,19.0,0.4,833.55
306.35,67,44.0,0.12,915.92
306.39,67,47.0,0.31,905.8
307.19,64,32.0,0.36,824.52
306.94,64,12.0,0.86,679.42
307.11,70,39.0,1.08,494.42
305.88,73,17.0,1.99,289.85
305.24,76,14.0,1.84,112.8
305.22,76,17.0,1.5,9.9
303.73,81,18.0,1.69,0.0
303.28,83,37.0,1.1,0.0
304.07,79,55.0,0.5,0.0
301.82,89,100.0,0.73,0.0
301.9,89,88.0,1.35,0.0
301.85,89,65.0,1.45,0.0
301.31,91,100.0,1.33,0.0
300.9,92,42.0,1.43,0.0
300.22,94,18.0,1.15,0.0
300.59,91,7.0,0.65,0.0
301.02,91,9.0,0.93,11.62
301.6,88,2.0,1.87,124.95
302.32,85,8.0,1.13,310.35
302.05,83,7.0,0.71,501.45
301.78,83,9.0,1.11,683.02
302.93,79,4.0,1.6,806.35
303.59,77,19.0,1.67,930.2
304.05,75,6.0,0.89,923.58
304.76,74,58.0,0.24,849.65
304.55,72,57.0,0.91,711.1
304.76,71,33.0,1.78,528.67
304.76,71,28.0,2.0,318.5
304.11,72,24.0,2.24,128.85
303.93,75,43.0,1.55,10.17
302.28,84,51.0,1.72,0.0
301.64,86,34.0,1.62,0.0
301.15,89,23.0,1.58,0.0
300.27,92,18.0,1.54,0.0
300.14,93,16.0,1.57,0.0
300.35,92,19.0,1.54,0.0
299.94,94,4.0,1.5,0.0
300.0,94,11.0,1.47,0.0
299.02,98,12.0,1.24,0.0
299.15,99,8.0,1.29,0.0
299.82,98,9.0,1.51,12.7
300.09,97,10.0,1.92,148.52
301.58,92,44.0,1.7,360.0
302.45,87,6.0,2.11,565.17
302.89,81,13.0,2.7,739.95
305.28,73,32.0,2.65,863.4
306.03,69,22.0,2.7,907.08
306.17,69,32.0,2.94,905.08
307.32,65,43.0,3.28,836.33
307.88,61,28.0,3.44,707.05
306.88,65,32.0,3.26,528.98
306.67,66,24.0,3.23,321.35
306.76,71,34.0,2.7,124.4
306.22,73,39.0,1.86,9.4
304.31,80,20.0,1.54,0.0
303.42,88,20.0,1.51,0.0
303.59,88,9.0,1.47,0.0
302.1,93,7.0,1.68,0.0
302.6,91,24.0,1.66,0.0
303.22,89,9.0,1.65,0.0
302.57,91,4.0,0.77,0.0
301.85,95,27.0,0.32,0.0
301.17,90,27.0,0.58,0.0
300.52,94,0.0,1.28,0.0
301.46,90,0.0,1.04,12.4
301.15,91,7.0,1.46,155.8
301.84,89,2.0,1.41,375.4
302.64,87,18.0,1.33,589.58
302.9,85,36.0,0.93,769.17
303.67,83,19.0,0.69,898.12
304.55,80,26.0,1.02,960.42
304.85,75,15.0,1.54,957.83
306.7,70,21.0,1.46,887.48
306.85,70,22.0,1.58,756.15
304.56,76,19.0,1.54,575.3
303.54,80,23.0,1.46,362.42
302.31,87,10.0,2.47,148.75
301.89,89,15.0,2.11,10.0
301.66,89,9.0,1.51,0.0
301.14,92,4.0,1.58,0.0
301.21,91,4.0,1.32,0.0
300.38,93,1.0,1.35,0.0
300.24,94,0.0,1.58,0.0
300.12,94,0.0,2.03,0.0
300.34,93,0.0,2.23,0.0
298.34,98,0.0,2.17,0.0
299.18,96,2.0,2.6,0.0
299.05,96,51.0,2.85,0.0
299.22,95,94.0,3.34,13.42
299.37,95,92.0,3.43,168.65
299.58,95,93.0,3.12,387.6
299.33,95,24.0,3.7,597.45
298.9,96,14.0,4.03,770.25
298.76,93,39.0,4.33,896.52
299.46,88,16.0,4.7,932.95
299.48,87,17.0,4.87,930.25
300.4,82,10.0,4.35,860.4
300.37,82,13.0,3.97,729.45
300.05,84,12.0,3.45,548.35
300.47,83,17.0,2.49,336.92
300.7,84,20.0,1.78,128.7
300.57,83,20.0,1.13,8.48
299.82,86,14.0,0.88,0.0
299.56,88,15.0,0.99,0.0
299.63,87,11.0,0.92,0.0
299.19,89,9.0,1.09,0.0
299.15,89,11.0,1.6,0.0
299.14,90,8.0,2.09,0.0
298.96,91,10.0,2.22,0.0
298.95,92,5.0,2.34,0.0
298.33,92,3.0,2.16,0.0
298.18,93,11.0,2.0,0.0
298.45,93,28.0,1.28,12.15
298.48,94,20.0,1.04,154.4
299.55,91,20.0,0.9,368.85
299.38,90,49.0,0.96,579.85
299.4,90,57.0,1.01,755.2
301.44,83,63.0,1.31,880.9
303.23,76,56.0,2.04,920.92
303.78,75,27.0,2.37,920.12
304.12,73,19.0,2.28,850.12
304.36,74,27.0,2.31,692.49
303.99,72,29.0,1.6,536.2
303.81,76,32.0,1.93,321.62
302.96,81,48.0,1.74,121.02
302.52,83,40.0,0.72,7.8
301.86,86,36.0,1.16,0.0
300.56,90,32.0,1.36,0.0
300.42,90,61.0,1.2,0.0
300.15,90,44.0,1.16,0.0
300.38,89,57.0,1.54,0.0
300.24,88,38.0,1.66,0.0
300.01,88,39.0,1.41,0.0
299.28,88,31.0,1.22,0.0
299.88,92,19.0,1.2,0.0
299.74,91,23.0,1.01,0.0
299.64,91,37.0,1.12,10.8
299.61,91,38.0,1.09,141.65
300.77,88,56.0,1.64,347.6
300.82,87,81.0,1.93,550.98
300.42,88,91.0,2.62,722.0
300.59,88,99.0,2.45,836.77
300.43,89,99.0,2.87,891.12
300.22,91,97.0,4.47,889.33
301.12,89,100.0,4.82,821.33
301.35,87,100.0,4.78,692.45
299.85,91,94.0,3.8,515.27
300.35,91,100.0,2.82,309.73
300.21,90,91.0,2.4,114.67
300.44,89,89.0,2.5,7.05
299.91,90,99.0,2.29,0.0
300.0,90,100.0,1.96,0.0
300.07,89,100.0,1.36,0.0
299.82,89,93.0,1.27,0.0
299.54,91,85.0,1.45,0.0
299.4,91,71.0,1.11,0.0
299.28,93,68.0,0.82,0.0
299.11,92,73.0,0.62,0.0
299.21,90,88.0,1.11,0.0
299.04,92,100.0,0.86,0.0
299.2,92,100.0,0.75,10.27
299.26,93,97.0,0.09,134.17
300.29,88,97.0,0.41,343.02
301.41,83,89.0,0.61,550.42
300.83,85,93.0,1.06,722.27
301.33,84,40.0,1.02,842.0
301.46,82,43.0,1.32,873.73
301.57,81,39.0,2.51,875.6
301.56,81,37.0,3.06,810.73
301.63,80,35.0,3.4,684.88
301.53,83,13.0,2.34,511.75
301.87,82,32.0,1.45,310.23
301.56,83,53.0,1.01,115.9
301.76,80,50.0,0.84,6.58
300.24,88,45.0,1.03,0.0
300.33,90,43.0,1.44,0.0
300.18,91,38.0,1.59,0.0
299.8,93,37.0,1.19,0.0
299.07,94,42.0,1.52,0.0
299.22,94,46.0,1.13,0.0
299.06,95,53.0,0.78,0.0
298.6,98,34.0,0.29,0.0
298.37,97,33.0,0.35,0.0
298.49,97,45.0,0.95,0.0
299.5,94,66.0,1.1,9.77
299.5,94,48.0,1.48,133.95
300.82,90,45.0,1.67,352.92
301.48,87,50.0,1.63,557.58
301.9,83,61.0,1.45,728.52
303.48,80,54.0,1.3,848.83
304.33,78,27.0,1.31,865.65
304.51,75,18.0,1.36,861.58
305.83,71,18.0,1.28,791.27
305.85,70,17.0,1.47,661.88
304.94,72,36.0,2.27,472.4
305.04,72,56.0,1.6,268.52
304.51,77,59.0,1.14,97.2
304.12,80,54.0,0.81,5.58
302.11,89,56.0,1.4,0.0
302.46,89,54.0,1.42,0.0
303.23,84,66.0,1.0,0.0
301.92,88,67.0,1.15,0.0
301.11,92,63.0,1.49,0.0
300.9,92,48.0,1.56,0.0
300.58,93,28.0,1.4,0.0
300.53,94,33.0,1.23,0.0
300.49,96,64.0,1.65,0.0
300.87,95,68.0,0.96,0.0
300.26,95,72.0,1.08,9.48
300.55,95,67.0,1.65,140.77
301.56,92,91.0,1.89,348.98
302.65,89,67.0,2.13,554.12
302.68,88,41.0,1.97,726.42
304.3,79,53.0,2.11,850.85
304.27,79,27.0,2.27,904.88
304.15,79,34.0,2.0,902.6
304.89,79,29.0,1.84,835.12
304.86,79,40.0,1.52,709.65
304.45,77,97.0,1.41,534.15
304.69,77,78.0,1.6,328.12
304.93,78,82.0,0.72,122.25
304.73,80,99.0,0.88,5.88
302.1,92,100.0,1.29,0.0
302.11,89,100.0,1.13,0.0
302.08,89,100.0,1.22,0.0
301.92,91,100.0,1.3,0.0
300.49,93,100.0,1.17,0.0
300.51,91,100.0,1.29,0.0
299.94,92,100.0,1.37,0.0
299.65,94,99.0,1.39,0.0
299.12,95,100.0,0.93,0.0
299.05,95,100.0,1.05,0.0
299.52,94,99.0,0.13,9.77
299.7,94,100.0,0.37,144.33
302.24,88,100.0,1.25,353.67
302.02,87,100.0,1.44,557.42
303.05,85,100.0,1.25,727.6
305.36,79,100.0,1.06,847.5
305.44,74,100.0,1.0,913.1
305.38,75,100.0,1.29,904.67
306.3,74,100.0,1.35,828.17
306.19,74,100.0,1.11,680.05
304.94,79,99.0,0.87,484.02
305.05,78,99.0,0.87,276.77
304.21,80,100.0,1.02,91.27
304.22,83,99.0,0.84,4.62
303.03,85,100.0,1.28,0.0
302.11,90,99.0,1.12,0.0
302.54,87,100.0,0.72,0.0
301.61,90,100.0,0.78,0.0
301.18,92,100.0,1.43,0.0
301.37,91,100.0,1.41,0.0
301.34,91,98.0,1.63,0.0
298.85,95,95.0,1.99,0.0
299.99,92,100.0,1.85,0.0
299.65,93,88.0,2.33,0.0
300.0,91,80.0,2.26,8.62
300.06,91,70.0,1.87,134.27
301.46,88,69.0,1.52,344.27
301.32,88,69.0,1.39,551.5
301.45,85,89.0,1.13,724.5
302.78,79,98.0,0.65,846.9
303.78,76,72.0,0.54,858.15
304.01,77,54.0,0.53,851.65
306.46,73,56.0,0.85,779.23
306.96,68,69.0,0.94,646.55
305.6,76,19.0,1.43,467.42
305.15,76,13.0,1.49,267.0
304.36,79,17.0,0.96,93.58
303.71,82,13.0,0.78,4.15
302.74,86,10.0,1.6,0.0
301.47,88,9.0,1.86,0.0
301.45,88,5.0,2.47,0.0
300.49,90,14.0,2.5,0.0
300.4,90,39.0,2.27,0.0
300.25,90,34.0,3.08,0.0
299.88,91,26.0,2.42,0.0
299.46,95,3.0,1.81,0.0
298.71,94,6.0,2.38,0.0
298.7,94,6.0,2.5,0.0
299.19,93,5.0,2.11,7.8
299.46,92,10.0,2.26,114.9
300.24,92,17.0,1.91,308.25
300.55,92,19.0,1.85,509.02
300.33,92,37.0,1.74,674.25
302.72,82,28.0,1.74,795.2
304.32,78,22.0,1.77,817.2
304.47,79,37.0,1.75,805.02
304.93,80,50.0,1.25,741.27
305.21,79,50.0,0.88,607.65
303.73,80,54.0,1.22,431.38
303.89,80,44.0,1.66,239.6
302.95,81,63.0,1.69,77.27
303.07,82,71.0,1.01,3.45
301.59,88,77.0,0.99,0.0
301.75,87,86.0,1.14,0.0
301.54,88,86.0,1.17,0.0
300.83,90,82.0,1.44,0.0
300.97,89,58.0,1.73,0.0
300.76,89,37.0,1.78,0.0
300.0,92,23.0,2.28,0.0
299.41,94,16.0,2.56,0.0
298.58,97,16.0,1.34,0.0
298.76,97,12.0,1.36,0.0
299.56,95,5.0,1.87,7.67
299.73,95,6.0,1.83,116.23
300.65,93,0.0,1.71,291.1
300.67,91,2.0,1.57,511.62
300.47,91,22.0,2.09,687.2
301.56,87,20.0,2.56,813.0
303.12,81,18.0,2.81,913.35
303.18,80,20.0,1.82,910.92
303.66,76,24.0,0.66,842.17
303.88,75,6.0,0.59,714.17
303.87,79,18.0,1.7,532.65
302.53,83,13.0,1.67,321.58
302.14,87,15.0,1.33,116.7
302.42,87,20.0,1.1,4.02
301.2,89,20.0,1.96,0.0
301.2,91,41.0,2.4,0.0
301.45,90,6.0,2.24,0.0
300.58,93,9.0,2.62,0.0
300.22,95,15.0,2.18,0.0
300.07,93,46.0,1.81,0.0
299.82,94,25.0,1.8,0.0
299.46,94,20.0,1.3,0.0
298.63,95,27.0,1.51,0.0
298.83,96,16.0,1.17,0.0
299.03,95,8.0,1.42,8.8
299.35,94,7.0,1.93,147.27
300.53,90,10.0,2.66,362.3
301.16,87,3.0,2.92,571.8
301.31,84,6.0,3.29,747.7
303.29,79,20.0,3.32,872.73
303.0,80,23.0,2.76,932.35
302.51,80,11.0,2.32,931.92
303.59,77,7.0,1.94,859.85
304.06,76,8.0,2.09,728.75
302.48,80,9.0,2.31,546.48
302.02,81,2.0,2.1,333.1
300.6,85,5.0,1.87,119.88
300.92,87,1.0,2.01,3.85
299.76,90,1.0,2.49,0.0
300.28,89,0.0,2.38,0.0
300.71,87,0.0,2.29,0.0
300.62,87,0.0,2.2,0.0
299.9,88,0.0,2.18,0.0
300.13,88,1.0,2.23,0.0
299.9,89,2.0,2.5,0.0
299.86,89,5.0,3.02,0.0
298.59,95,22.0,2.7,0.0
298.74,95,21.0,3.09,0.0
299.62,93,22.0,3.5,8.77
299.71,92,15.0,3.91,149.42
300.04,91,13.0,4.02,365.0
300.22,90,16.0,3.94,573.2
300.07,90,11.0,3.74,746.55
301.28,85,21.0,3.67,869.15
301.71,81,44.0,2.86,927.83
301.67,81,53.0,2.2,919.6
302.6,79,38.0,1.91,847.17
303.01,78,30.0,2.11,714.27
301.18,82,42.0,2.03,532.02
300.75,88,23.0,1.71,318.1
301.21,87,27.0,2.23,116.58
301.54,85,14.0,1.47,0.0
301.04,88,16.0,1.57,0.0
300.81,90,18.0,1.94,0.0
301.04,89,23.0,1.96,0.0
300.15,92,29.0,2.39,0.0
299.65,94,50.0,2.26,0.0
299.7,94,46.0,2.23,0.0
299.3,93,63.0,1.96,0.0
299.4,92,100.0,1.59,0.0
298.73,96,79.0,1.49,0.0
298.82,95,60.0,0.87,0.0
298.83,95,63.0,0.72,7.83
299.0,94,80.0,1.07,137.35
300.12,91,94.0,1.54,347.25
301.16,88,97.0,1.97,551.3
300.75,90,100.0,2.23,722.5
302.72,82,100.0,2.38,842.45
303.83,76,99.0,2.26,901.08
304.48,74,99.0,2.03,892.23
305.48,72,75.0,2.15,819.25
305.25,73,85.0,1.73,683.02
304.07,75,49.0,1.33,502.12
302.52,79,73.0,0.72,294.27
301.81,85,81.0,1.0,103.3
301.96,89,62.0,0.59,0.0
302.06,89,37.0,0.49,0.0
301.94,88,28.0,1.21,0.0
301.9,89,46.0,1.46,0.0
301.69,88,41.0,2.69,0.0
301.37,86,46.0,2.89,0.0
301.12,87,45.0,2.53,0.0
300.26,90,43.0,2.13,0.0
299.93,90,51.0,1.97,0.0
299.44,91,48.0,1.48,0.0
299.53,91,100.0,1.12,0.0
299.37,92,100.0,1.08,7.6
299.96,89,99.0,1.04,138.92
301.5,85,99.0,1.14,350.38
302.01,83,99.0,1.3,555.8
302.18,81,99.0,1.59,726.38
304.15,74,98.0,1.9,846.88
305.68,68,99.0,1.96,912.42
305.4,69,97.0,2.09,907.12
305.69,69,97.0,1.83,836.02
306.29,68,93.0,1.58,705.0
304.32,71,92.0,1.31,524.8
304.62,70,99.0,0.74,312.4
304.65,73,95.0,0.54,111.65
304.37,79,96.0,0.51,0.0
304.88,74,97.0,0.59,0.0
304.19,77,93.0,0.68,0.0
304.08,78,94.0,0.73,0.0
300.7,90,88.0,1.2,0.0
300.43,89,89.0,1.36,0.0
300.07,90,81.0,1.47,0.0
300.05,89,50.0,1.32,0.0
298.49,93,42.0,1.39,0.0
298.64,95,67.0,1.43,0.0
299.1,93,71.0,0.83,0.0
299.9,90,36.0,0.62,7.25
299.22,94,30.0,0.73,135.55
301.5,86,9.0,0.94,344.12
303.73,79,12.0,1.02,548.6
303.79,78,12.0,1.33,718.5
305.84,71,24.0,1.4,838.35
306.33,68,72.0,1.27,902.35
306.42,66,50.0,1.26,893.05
307.69,63,52.0,1.19,818.4
307.79,62,60.0,1.23,684.15
306.31,68,69.0,1.75,502.98
306.41,69,76.0,1.54,288.9
306.54,71,97.0,1.36,90.8
305.91,79,98.0,0.61,0.0
303.5,84,100.0,1.25,0.0
302.13,91,100.0,1.71,0.0
302.52,88,100.0,1.48,0.0
302.28,87,98.0,1.29,0.0
301.36,92,100.0,1.07,0.0
301.07,93,97.0,1.24,0.0
300.57,94,99.0,1.19,0.0
300.26,93,100.0,1.22,0.0
300.46,95,100.0,1.55,0.0
300.61,95,99.0,1.37,0.0
300.6,92,97.0,1.52,6.4
300.88,92,100.0,1.02,122.62
303.06,87,99.0,1.21,325.88
303.23,87,96.0,1.36,527.98
303.07,86,100.0,1.28,697.85
303.92,82,100.0,1.01,816.9
305.79,77,100.0,0.64,872.3
306.02,74,100.0,0.62,856.17
307.62,68,100.0,0.87,774.05
307.46,69,100.0,1.26,634.7
307.22,68,100.0,1.83,452.17
307.0,70,100.0,1.51,242.02
306.28,76,100.0,1.23,73.62
305.81,83,100.0,1.31,0.0
304.83,81,100.0,1.34,0.0
304.73,82,99.0,1.34,0.0
304.54,84,100.0,0.79,0.0
302.92,88,100.0,0.37,0.0
301.77,94,100.0,0.3,0.0
301.94,93,98.0,0.9,0.0
301.48,94,100.0,1.38,0.0
301.2,94,100.0,1.34,0.0
300.43,93,90.0,1.22,0.0
301.09,90,59.0,2.16,0.0
301.33,88,54.0,2.46,6.15
301.31,92,42.0,2.67,125.67
301.39,92,70.0,2.69,334.6
301.92,93,98.0,2.75,540.42
301.8,94,98.0,2.69,713.0
304.59,85,98.0,2.43,834.3
305.26,81,82.0,2.02,912.17
305.63,78,80.0,1.73,899.1
306.69,74,94.0,1.09,818.92
306.81,73,80.0,0.93,682.3
304.9,77,61.0,0.95,498.12
304.86,77,9.0,1.0,287.05
304.37,82,17.0,0.51,91.02
303.94,83,21.0,0.83,0.0
302.54,89,26.0,0.94,0.0
302.15,90,72.0,1.17,0.0
302.21,90,31.0,1.31,0.0
301.68,91,21.0,1.63,0.0
301.28,90,17.0,1.76,0.0
301.39,88,23.0,1.84,0.0
301.02,91,35.0,2.33,0.0
301.0,91,43.0,2.75,0.0
299.52,94,51.0,3.16,0.0
299.61,93,24.0,2.95,0.0
299.78,92,56.0,2.66,6.42
300.1,91,52.0,2.35,136.52
301.35,87,50.0,1.69,351.45
301.24,88,35.0,1.58,559.02
300.95,89,38.0,2.0,731.25
302.81,81,9.0,1.86,852.45
303.33,80,29.0,0.54,912.48
304.13,75,42.0,0.28,906.45
305.98,72,21.0,0.32,830.15
306.44,72,12.0,0.34,694.05
305.24,73,18.0,0.72,510.75
305.1,74,11.0,1.26,297.58
305.23,75,8.0,1.32,92.55
305.17,83,6.0,1.24,0.0
304.13,82,13.0,1.52,0.0
302.12,89,8.0,1.94,0.0
302.54,86,10.0,1.12,0.0
300.77,94,3.0,0.91,0.0
301.14,92,4.0,1.32,0.0
301.23,91,3.0,1.5,0.0
300.95,90,0.0,1.63,0.0
301.66,88,90.0,1.62,0.0
300.27,90,1.0,1.31,0.0
300.93,86,2.0,1.94,0.0
301.73,84,92.0,2.03,6.0
301.45,85,87.0,2.51,130.33
300.64,86,33.0,2.87,343.8
300.59,87,0.0,2.42,552.75
300.77,84,0.0,2.05,732.38
301.26,83,5.0,2.29,849.33
301.43,82,17.0,3.36,912.73
300.94,83,9.0,3.59,903.1
302.29,80,3.0,3.78,823.05
302.75,78,9.0,3.37,679.42
301.51,82,48.0,1.98,485.85
301.82,82,18.0,0.68,269.67
301.71,84,20.0,1.0,77.92
301.71,87,20.0,1.31,0.0
299.5,93,25.0,1.46,0.0
299.69,93,24.0,1.12,0.0
299.84,93,8.0,1.38,0.0
298.95,94,7.0,1.29,0.0
298.73,93,3.0,1.43,0.0
299.05,91,5.0,1.24,0.0
299.3,90,4.0,1.39,0.0
300.52,90,5.0,1.77,0.0
298.16,94,1.0,0.97,0.0
298.19,93,1.0,0.87,0.0
298.45,93,4.0,0.75,5.75
298.83,91,2.0,0.44,128.62
299.91,90,14.0,0.88,339.48
299.67,89,5.0,1.76,547.85
299.43,91,4.0,2.75,721.05
301.88,85,6.0,3.35,840.02
302.09,81,14.0,3.54,895.2
301.21,80,22.0,3.32,887.88
301.91,78,37.0,2.37,812.42
303.13,76,36.0,1.61,675.65
303.08,80,34.0,1.25,489.83
303.21,80,38.0,1.91,277.38
301.46,85,25.0,1.97,78.52
301.57,86,12.0,1.29,0.0
300.62,89,9.0,1.42,0.0
300.16,93,5.0,1.2,0.0
299.99,94,6.0,1.13,0.0
298.98,95,2.0,1.36,0.0
298.95,95,4.0,0.67,0.0
298.84,95,6.0,0.8,0.0
298.14,96,3.0,0.56,0.0
297.97,96,5.0,0.6,0.0
297.56,98,4.0,0.73,0.0
297.69,97,2.0,0.73,0.0
298.04,96,2.0,0.65,5.35
298.39,94,1.0,1.47,120.48
299.87,91,1.0,2.23,332.12
300.47,87,5.0,3.43,540.73
300.74,84,3.0,3.67,715.2
302.72,77,11.0,3.59,837.12
302.9,77,25.0,3.36,895.5
302.54,78,10.0,3.32,884.8
303.69,79,14.0,3.15,806.0
304.47,74,21.0,1.88,665.88
304.36,72,15.0,0.26,475.6
303.76,73,10.0,2.26,259.75
303.38,78,16.0,1.88,68.92
303.18,79,20.0,1.18,0.0
301.49,84,16.0,1.24,0.0
301.51,82,12.0,0.58,0.0
301.11,85,11.0,0.58,0.0
299.93,91,9.0,1.11,0.0
299.71,91,7.0,1.54,0.0
299.56,91,3.0,1.64,0.0
299.56,91,7.0,1.29,0.0
298.44,92,2.0,1.39,0.0
299.42,92,7.0,1.8,0.0
299.75,90,5.0,1.61,0.0
300.7,88,9.0,1.8,5.15
300.49,88,8.0,1.55,126.2
301.12,86,13.0,0.71,339.08
301.23,85,35.0,0.87,547.95
301.42,83,59.0,1.54,720.65
302.81,79,31.0,2.32,840.38
304.23,74,41.0,2.52,864.08
304.35,74,42.0,2.77,855.67
305.69,70,52.0,2.21,779.73
305.91,70,44.0,1.46,643.95
304.43,74,67.0,1.69,461.38
303.96,76,45.0,1.65,253.88
302.18,83,31.0,0.85,66.17
301.72,87,34.0,0.35,0.0
300.3,92,17.0,1.03,0.0
300.38,93,12.0,1.3,0.0
300.47,92,10.0,1.54,0.0
299.94,91,11.0,2.11,0.0
299.97,89,4.0,2.09,0.0
300.15,88,5.0,2.06,0.0
299.92,88,6.0,2.23,0.0
299.11,90,6.0,2.06,0.0
299.3,83,6.0,1.86,0.0
299.22,83,92.0,1.82,0.0
299.36,83,92.0,1.61,4.8
299.33,84,92.0,1.66,122.5
300.18,81,92.0,2.48,335.88
302.83,73,1.0,2.54,546.0
303.23,70,2.0,3.26,720.73
304.14,67,9.0,3.54,844.2
304.87,65,9.0,3.31,903.67
304.51,67,17.0,2.67,896.38
305.12,66,13.0,2.23,818.7
305.48,66,7.0,1.86,675.95
302.84,74,2.0,1.83,482.02
302.56,77,6.0,1.72,259.38
302.46,81,10.0,1.08,61.85
302.15,83,14.0,1.31,0.0
301.1,84,15.0,1.57,0.0
300.26,86,2.0,1.46,0.0
300.05,86,1.0,1.44,0.0
299.42,87,2.0,1.31,0.0
299.33,87,1.0,1.45,0.0
299.44,86,0.0,1.62,0.0
299.11,85,0.0,1.77,0.0
299.02,85,92.0,1.8,0.0
298.04,88,92.0,1.92,0.0
298.2,86,92.0,2.16,0.0
298.57,85,94.0,2.22,4.77
298.67,85,94.0,2.25,123.98
300.76,82,94.0,2.75,344.3
302.06,78,59.0,2.98,554.38
302.18,77,29.0,4.29,727.88
304.28,69,33.0,5.5,848.45
304.34,66,27.0,5.56,906.27
304.14,66,28.0,5.51,897.15
304.2,72,17.0,5.26,820.8
303.78,73,29.0,4.68,683.52
302.07,79,30.0,4.96,496.77
302.36,81,34.0,2.4,279.65
302.74,80,26.0,1.71,70.65
302.48,79,16.0,1.85,0.0
301.09,79,8.0,2.59,0.0
301.54,78,6.0,2.93,0.0
301.69,76,4.0,4.1,0.0
301.1,76,4.0,5.14,0.0
301.1,75,1.0,5.92,0.0
301.06,77,3.0,6.07,0.0
300.13,81,2.0,6.25,0.0
298.94,85,2.0,6.31,0.0
298.58,88,2.0,6.5,0.0
298.31,91,2.0,6.39,0.0
298.32,92,3.0,6.34,4.4
298.13,92,3.0,7.08,123.17
299.42,89,3.0,6.92,338.12
299.47,87,7.0,8.23,549.17
299.9,84,10.0,9.68,723.75
301.35,80,39.0,10.27,845.15
301.85,79,38.0,10.26,887.27
302.23,78,25.0,10.39,879.75
302.71,76,49.0,9.21,803.5
301.88,80,61.0,8.13,665.77
299.8,90,55.0,7.98,478.83
300.46,89,22.0,7.71,262.8
300.25,89,22.0,8.28,63.33
300.08,90,12.0,7.8,0.0
298.17,94,8.0,7.77,0.0
298.05,94,5.0,7.44,0.0
297.94,94,9.0,6.32,0.0
297.91,93,7.0,5.99,0.0
297.61,95,6.0,5.84,0.0
297.71,95,3.0,5.19,0.0
297.39,96,2.0,4.57,0.0
297.29,96,0.0,3.97,0.0
297.03,97,4.0,3.64,0.0
297.11,97,6.0,3.79,0.0
297.51,96,5.0,3.07,4.1
297.91,95,8.0,1.89,114.7
298.0,95,4.0,1.39,328.6
298.18,96,2.0,0.95,537.9
298.18,98,8.0,0.89,712.7
300.28,90,10.0,0.67,834.38
300.7,85,6.0,0.17,876.58
300.05,85,6.0,0.95,868.95
300.51,82,29.0,1.78,792.62
300.88,80,71.0,1.74,655.23
300.1,85,49.0,2.2,469.6
299.99,86,14.0,1.82,253.83
300.41,85,1.0,1.82,59.85
300.16,87,0.0,2.2,0.0
299.32,90,0.0,1.82,0.0
298.83,94,0.0,1.2,0.0
298.67,94,0.0,1.12,0.0
298.08,95,0.0,1.37,0.0
298.12,95,0.0,1.27,0.0
298.01,95,0.0,1.24,0.0
297.58,96,0.0,1.62,0.0
297.61,96,0.0,1.78,0.0
297.67,96,0.0,1.8,0.0
297.22,98,0.0,2.2,0.0
297.52,97,92.0,2.5,4.05
297.52,97,92.0,2.98,122.25
298.46,93,72.0,3.07,338.62
298.36,93,24.0,2.91,548.02
298.7,90,1.0,3.29,721.95
301.79,78,0.0,3.67,842.83
303.08,73,4.0,3.66,899.42
303.13,73,9.0,3.7,888.52
304.63,68,21.0,3.66,805.17
304.36,70,15.0,3.67,664.15
303.58,71,44.0,3.61,476.58
303.78,71,11.0,3.57,258.62
302.76,77,6.0,3.19,57.48
302.86,75,4.0,3.04,0.0
301.09,82,4.0,2.72,0.0
300.65,86,7.0,2.51,0.0
300.93,85,11.0,2.26,0.0
299.21,90,0.0,2.36,0.0
299.28,91,0.0,2.63,0.0
299.24,92,0.0,2.61,0.0
298.62,94,0.0,2.57,0.0
298.78,93,0.0,2.73,0.0
297.64,88,0.0,2.8,0.0
297.52,89,92.0,2.54,0.0
298.03,90,92.0,2.64,3.67
298.1,90,92.0,2.9,113.77
299.22,90,84.0,3.26,325.6
299.19,88,4.0,3.43,539.05
299.29,86,1.0,3.87,717.08
302.19,74,7.0,3.98,841.42
303.58,69,15.0,3.58,900.6
303.64,69,21.0,3.55,886.8
304.55,69,12.0,3.4,807.12
304.11,71,8.0,3.13,666.3
302.97,69,15.0,3.17,477.55
302.23,73,43.0,3.31,260.98
302.11,77,20.0,2.7,57.4
302.63,74,14.0,1.96,0.0
300.51,86,5.0,1.62,0.0
300.24,90,8.0,2.2,0.0
301.36,83,8.0,2.06,0.0
299.9,87,5.0,1.97,0.0
299.73,88,7.0,1.8,0.0
299.39,90,4.0,1.7,0.0
299.46,90,4.0,1.8,0.0
299.06,91,4.0,1.77,0.0
297.23,96,4.0,1.61,0.0
296.9,97,1.0,1.35,0.0
297.51,96,0.0,1.4,3.67
297.75,95,2.0,1.01,120.38
